"v1trans","v2trans","vUptake","strategy","relax","HALYprice","p"
75,75,90,"Aggressive Elimination","Yes",0,0.992428179364651
90,75,90,"Aggressive Elimination","Yes",0,0.444162888918072
50,90,90,"Aggressive Elimination","Yes",0,0.637771886307746
75,90,90,"Aggressive Elimination","Yes",0,0.524084731936455
90,90,90,"Aggressive Elimination","Yes",0,0.361750734038651
50,50,60,"Loose Suppression","No",0,0.984896024456248
75,50,60,"Loose Suppression","No",0,0.153866302454844
90,50,60,"Loose Suppression","No",0,0.39970943517983
50,75,60,"Loose Suppression","No",0,0.862861961824819
75,75,60,"Loose Suppression","No",0,0.773031835211441
90,75,60,"Loose Suppression","No",0,0.111206333851442
50,90,60,"Loose Suppression","No",0,0.879136929288507
75,90,60,"Loose Suppression","No",0,0.690736877731979
90,90,60,"Loose Suppression","No",0,0.793500849045813
50,50,75,"Loose Suppression","No",0,0.754958193283528
75,50,75,"Loose Suppression","No",0,0.435715425061062
90,50,75,"Loose Suppression","No",0,0.106268471805379
50,75,75,"Loose Suppression","No",0,0.357546557905152
75,75,75,"Loose Suppression","No",0,0.640744252596051
90,75,75,"Loose Suppression","No",0,0.754264597082511
50,90,75,"Loose Suppression","No",0,0.230370445875451
75,90,75,"Loose Suppression","No",0,0.675142880296335
90,90,75,"Loose Suppression","No",0,0.260030575329438
50,50,90,"Loose Suppression","No",0,0.767956629861146
75,50,90,"Loose Suppression","No",0,0.222126854583621
90,50,90,"Loose Suppression","No",0,0.0010310965590179
50,75,90,"Loose Suppression","No",0,0.0960404456127435
75,75,90,"Loose Suppression","No",0,0.266447745496407
90,75,90,"Loose Suppression","No",0,0.889149072347209
50,90,90,"Loose Suppression","No",0,0.0853385787922889
75,90,90,"Loose Suppression","No",0,0.190049664583057
90,90,90,"Loose Suppression","No",0,0.674733113730326
50,50,60,"Tight Suppression","No",0,0.695757141336799
75,50,60,"Tight Suppression","No",0,0.0698435292579234
90,50,60,"Tight Suppression","No",0,0.886686209123582
50,75,60,"Tight Suppression","No",0,0.765536602586508
75,75,60,"Tight Suppression","No",0,0.938268237980083
90,75,60,"Tight Suppression","No",0,0.829935270827264
50,90,60,"Tight Suppression","No",0,0.93781884922646
75,90,60,"Tight Suppression","No",0,0.0549404267221689
90,90,60,"Tight Suppression","No",0,0.0124863150995225
50,50,75,"Tight Suppression","No",0,0.541017323266715
75,50,75,"Tight Suppression","No",0,0.149673630250618
90,50,75,"Tight Suppression","No",0,0.122742246137932
50,75,75,"Tight Suppression","No",0,0.272856511874124
75,75,75,"Tight Suppression","No",0,0.65887785772793
90,75,75,"Tight Suppression","No",0,0.839929057052359
50,90,75,"Tight Suppression","No",0,0.056468510767445
75,90,75,"Tight Suppression","No",0,0.945827243849635
90,90,75,"Tight Suppression","No",0,0.636903055245057
50,50,90,"Tight Suppression","No",0,0.396849111421034
75,50,90,"Tight Suppression","No",0,0.926886667963117
90,50,90,"Tight Suppression","No",0,0.776552464580163
50,75,90,"Tight Suppression","No",0,0.168090798193589
75,75,90,"Tight Suppression","No",0,0.0560584783088416
90,75,90,"Tight Suppression","No",0,0.117604304105043
50,90,90,"Tight Suppression","No",0,0.362046600552276
75,90,90,"Tight Suppression","No",0,0.0568808147218078
90,90,90,"Tight Suppression","No",0,0.773403343744576
50,50,60,"Moderate Elimination","No",0,0.60773162660189
75,50,60,"Moderate Elimination","No",0,0.221405340591446
90,50,60,"Moderate Elimination","No",0,0.357765298802406
50,75,60,"Moderate Elimination","No",0,0.806905580451712
75,75,60,"Moderate Elimination","No",0,0.0974192332942039
90,75,60,"Moderate Elimination","No",0,0.26527423155494
50,90,60,"Moderate Elimination","No",0,0.973158498294652
75,90,60,"Moderate Elimination","No",0,0.945125865517184
90,90,60,"Moderate Elimination","No",0,0.282232626341283
50,50,75,"Moderate Elimination","No",0,0.428964345483109
75,50,75,"Moderate Elimination","No",0,0.779351963661611
90,50,75,"Moderate Elimination","No",0,0.232259690295905
50,75,75,"Moderate Elimination","No",0,0.0511216134764254
75,75,75,"Moderate Elimination","No",0,0.906732522184029
90,75,75,"Moderate Elimination","No",0,0.0674820051062852
50,90,75,"Moderate Elimination","No",0,0.489965229528025
75,90,75,"Moderate Elimination","No",0,0.0446939785033464
90,90,75,"Moderate Elimination","No",0,0.457233353285119
50,50,90,"Moderate Elimination","No",0,0.0456044615712017
75,50,90,"Moderate Elimination","No",0,0.351384179433808
90,50,90,"Moderate Elimination","No",0,0.0337706187274307
50,75,90,"Moderate Elimination","No",0,0.299909363500774
75,75,90,"Moderate Elimination","No",0,0.840082854032516
90,75,90,"Moderate Elimination","No",0,0.666691915830597
50,90,90,"Moderate Elimination","No",0,0.16778416489251
75,90,90,"Moderate Elimination","No",0,0.793561150087044
90,90,90,"Moderate Elimination","No",0,0.0199184014927596
50,50,60,"Aggressive Elimination","No",0,0.0846525183878839
75,50,60,"Aggressive Elimination","No",0,0.0280197188258171
90,50,60,"Aggressive Elimination","No",0,0.288199528353289
50,75,60,"Aggressive Elimination","No",0,0.458635573042557
75,75,60,"Aggressive Elimination","No",0,0.740363878197968
90,75,60,"Aggressive Elimination","No",0,0.673529094550759
50,90,60,"Aggressive Elimination","No",0,0.841590845957398
75,90,60,"Aggressive Elimination","No",0,0.738126347074285
90,90,60,"Aggressive Elimination","No",0,0.136963900178671
50,50,75,"Aggressive Elimination","No",0,0.640431133331731
75,50,75,"Aggressive Elimination","No",0,0.734322079923004
90,50,75,"Aggressive Elimination","No",0,0.39240418211557
50,75,75,"Aggressive Elimination","No",0,0.445859809638932
75,75,75,"Aggressive Elimination","No",0,0.502952628768981
90,75,75,"Aggressive Elimination","No",0,0.724868605379015
50,90,75,"Aggressive Elimination","No",0,0.0530481466557831
75,90,75,"Aggressive Elimination","No",0,0.46922809490934
90,90,75,"Aggressive Elimination","No",0,0.168931777356192
50,50,90,"Aggressive Elimination","No",0,0.556812822120264
75,50,90,"Aggressive Elimination","No",0,0.775963324587792
90,50,90,"Aggressive Elimination","No",0,0.333560097496957
50,75,90,"Aggressive Elimination","No",0,0.275204670382664
75,75,90,"Aggressive Elimination","No",0,0.0316124379169196
90,75,90,"Aggressive Elimination","No",0,0.404335975414142
50,90,90,"Aggressive Elimination","No",0,0.752805384341627
75,90,90,"Aggressive Elimination","No",0,0.0329879764467478
90,90,90,"Aggressive Elimination","No",0,0.22909683547914
50,50,60,"Loose Suppression","Yes",1000,0.68149783834815
75,50,60,"Loose Suppression","Yes",1000,0.752565933158621
90,50,60,"Loose Suppression","Yes",1000,0.962243196321651
50,75,60,"Loose Suppression","Yes",1000,0.705594240687788
75,75,60,"Loose Suppression","Yes",1000,0.819236096693203
90,75,60,"Loose Suppression","Yes",1000,0.461149170063436
50,90,60,"Loose Suppression","Yes",1000,0.346525247674435
75,90,60,"Loose Suppression","Yes",1000,0.61076386529021
90,90,60,"Loose Suppression","Yes",1000,0.687277699122205
50,50,75,"Loose Suppression","Yes",1000,0.820467957295477
75,50,75,"Loose Suppression","Yes",1000,0.733718928415328
90,50,75,"Loose Suppression","Yes",1000,0.858041477622464
50,75,75,"Loose Suppression","Yes",1000,0.425542395794764
75,75,75,"Loose Suppression","Yes",1000,0.142824878916144
90,75,75,"Loose Suppression","Yes",1000,0.78039469756186
50,90,75,"Loose Suppression","Yes",1000,0.805001594126225
75,90,75,"Loose Suppression","Yes",1000,0.592395744519308
90,90,75,"Loose Suppression","Yes",1000,0.947711164131761
50,50,90,"Loose Suppression","Yes",1000,0.554604799486697
75,50,90,"Loose Suppression","Yes",1000,0.316332328598946
90,50,90,"Loose Suppression","Yes",1000,0.823933638632298
50,75,90,"Loose Suppression","Yes",1000,0.752463323064148
75,75,90,"Loose Suppression","Yes",1000,0.435478347120807
90,75,90,"Loose Suppression","Yes",1000,0.627495343098417
50,90,90,"Loose Suppression","Yes",1000,0.463544514030218
75,90,90,"Loose Suppression","Yes",1000,0.639820587588474
90,90,90,"Loose Suppression","Yes",1000,0.03040587506257
50,50,60,"Tight Suppression","Yes",1000,0.999120162334293
75,50,60,"Tight Suppression","Yes",1000,0.0788000824395567
90,50,60,"Tight Suppression","Yes",1000,0.647736450657248
50,75,60,"Tight Suppression","Yes",1000,0.603087256196886
75,75,60,"Tight Suppression","Yes",1000,0.206670076120645
90,75,60,"Tight Suppression","Yes",1000,0.0785028713289648
50,90,60,"Tight Suppression","Yes",1000,0.531767405569553
75,90,60,"Tight Suppression","Yes",1000,0.109753068303689
90,90,60,"Tight Suppression","Yes",1000,0.439873336581513
50,50,75,"Tight Suppression","Yes",1000,0.16481378278695
75,50,75,"Tight Suppression","Yes",1000,0.635162618011236
90,50,75,"Tight Suppression","Yes",1000,0.791347345570102
50,75,75,"Tight Suppression","Yes",1000,0.379236171254888
75,75,75,"Tight Suppression","Yes",1000,0.52159786876291
90,75,75,"Tight Suppression","Yes",1000,0.17573864525184
50,90,75,"Tight Suppression","Yes",1000,0.346307304454967
75,90,75,"Tight Suppression","Yes",1000,0.0719626399222761
90,90,75,"Tight Suppression","Yes",1000,0.976970504503697
50,50,90,"Tight Suppression","Yes",1000,0.983396272640675
75,50,90,"Tight Suppression","Yes",1000,0.323261560173705
90,50,90,"Tight Suppression","Yes",1000,0.71173597080633
50,75,90,"Tight Suppression","Yes",1000,0.318514066748321
75,75,90,"Tight Suppression","Yes",1000,0.0791329608764499
90,75,90,"Tight Suppression","Yes",1000,0.00693732150830328
50,90,90,"Tight Suppression","Yes",1000,0.987359201302752
75,90,90,"Tight Suppression","Yes",1000,0.777086400659755
90,90,90,"Tight Suppression","Yes",1000,0.397731306264177
50,50,60,"Moderate Elimination","Yes",1000,0.117128118406981
75,50,60,"Moderate Elimination","Yes",1000,0.859051622450352
90,50,60,"Moderate Elimination","Yes",1000,0.0821414079982787
50,75,60,"Moderate Elimination","Yes",1000,0.700645633973181
75,75,60,"Moderate Elimination","Yes",1000,0.510729002999142
90,75,60,"Moderate Elimination","Yes",1000,0.875374935101718
50,90,60,"Moderate Elimination","Yes",1000,0.257053164765239
75,90,60,"Moderate Elimination","Yes",1000,0.388534033671021
90,90,60,"Moderate Elimination","Yes",1000,0.0266896798275411
50,50,75,"Moderate Elimination","Yes",1000,0.445684912148863
75,50,75,"Moderate Elimination","Yes",1000,0.594787807902321
90,50,75,"Moderate Elimination","Yes",1000,0.103363991715014
50,75,75,"Moderate Elimination","Yes",1000,0.607158808037639
75,75,75,"Moderate Elimination","Yes",1000,0.670309209730476
90,75,75,"Moderate Elimination","Yes",1000,0.269026319496334
50,90,75,"Moderate Elimination","Yes",1000,0.688075999030843
75,90,75,"Moderate Elimination","Yes",1000,0.335821927757934
90,90,75,"Moderate Elimination","Yes",1000,0.676514547085389
50,50,90,"Moderate Elimination","Yes",1000,0.693667466752231
75,50,90,"Moderate Elimination","Yes",1000,0.331377914175391
90,50,90,"Moderate Elimination","Yes",1000,0.378790612332523
50,75,90,"Moderate Elimination","Yes",1000,0.337075356161222
75,75,90,"Moderate Elimination","Yes",1000,0.929764907574281
90,75,90,"Moderate Elimination","Yes",1000,0.323313799453899
50,90,90,"Moderate Elimination","Yes",1000,0.625996076036245
75,90,90,"Moderate Elimination","Yes",1000,0.676800527842715
90,90,90,"Moderate Elimination","Yes",1000,0.684970803093165
50,50,60,"Aggressive Elimination","Yes",1000,0.227349205641076
75,50,60,"Aggressive Elimination","Yes",1000,0.14526710473001
90,50,60,"Aggressive Elimination","Yes",1000,0.744128528982401
50,75,60,"Aggressive Elimination","Yes",1000,0.600544149521738
75,75,60,"Aggressive Elimination","Yes",1000,0.114439696539193
90,75,60,"Aggressive Elimination","Yes",1000,0.982853605179116
50,90,60,"Aggressive Elimination","Yes",1000,0.245180250611156
75,90,60,"Aggressive Elimination","Yes",1000,0.965491847135127
90,90,60,"Aggressive Elimination","Yes",1000,0.249425996094942
50,50,75,"Aggressive Elimination","Yes",1000,0.638246429851279
75,50,75,"Aggressive Elimination","Yes",1000,0.2476961100474
90,50,75,"Aggressive Elimination","Yes",1000,0.130927092162892
50,75,75,"Aggressive Elimination","Yes",1000,0.371652272762731
75,75,75,"Aggressive Elimination","Yes",1000,0.436730744317174
90,75,75,"Aggressive Elimination","Yes",1000,0.982870364561677
50,90,75,"Aggressive Elimination","Yes",1000,0.865262720733881
75,90,75,"Aggressive Elimination","Yes",1000,0.963572397595271
90,90,75,"Aggressive Elimination","Yes",1000,0.679842949612066
50,50,90,"Aggressive Elimination","Yes",1000,0.587770759360865
75,50,90,"Aggressive Elimination","Yes",1000,0.45390467508696
90,50,90,"Aggressive Elimination","Yes",1000,0.223056990187615
50,75,90,"Aggressive Elimination","Yes",1000,0.801522290799767
75,75,90,"Aggressive Elimination","Yes",1000,0.193177496083081
90,75,90,"Aggressive Elimination","Yes",1000,0.279250017367303
50,90,90,"Aggressive Elimination","Yes",1000,0.741111782146618
75,90,90,"Aggressive Elimination","Yes",1000,0.511201271554455
90,90,90,"Aggressive Elimination","Yes",1000,0.369203188689426
50,50,60,"Loose Suppression","No",1000,0.99959194730036
75,50,60,"Loose Suppression","No",1000,0.783816936658695
90,50,60,"Loose Suppression","No",1000,0.532586600398645
50,75,60,"Loose Suppression","No",1000,0.548592961626127
75,75,60,"Loose Suppression","No",1000,0.306177599122748
90,75,60,"Loose Suppression","No",1000,0.92559445486404
50,90,60,"Loose Suppression","No",1000,0.587956298841164
75,90,60,"Loose Suppression","No",1000,0.361331671476364
90,90,60,"Loose Suppression","No",1000,0.581511916127056
50,50,75,"Loose Suppression","No",1000,0.336843135999516
75,50,75,"Loose Suppression","No",1000,0.466726416023448
90,50,75,"Loose Suppression","No",1000,0.521181958029047
50,75,75,"Loose Suppression","No",1000,0.026435463456437
75,75,75,"Loose Suppression","No",1000,0.728238789131865
90,75,75,"Loose Suppression","No",1000,0.0442794726695865
50,90,75,"Loose Suppression","No",1000,0.967715168604627
75,90,75,"Loose Suppression","No",1000,0.0782810519449413
90,90,75,"Loose Suppression","No",1000,0.148837188025936
50,50,90,"Loose Suppression","No",1000,0.643119293032214
75,50,90,"Loose Suppression","No",1000,0.939329189946875
90,50,90,"Loose Suppression","No",1000,0.329496955731884
50,75,90,"Loose Suppression","No",1000,0.127576223807409
75,75,90,"Loose Suppression","No",1000,0.230782005703077
90,75,90,"Loose Suppression","No",1000,0.507223022170365
50,90,90,"Loose Suppression","No",1000,0.66779473843053
75,90,90,"Loose Suppression","No",1000,0.999668343225494
90,90,90,"Loose Suppression","No",1000,0.4847489988897
50,50,60,"Tight Suppression","No",1000,0.525790156796575
75,50,60,"Tight Suppression","No",1000,0.189033979782835
90,50,60,"Tight Suppression","No",1000,0.233729296829551
50,75,60,"Tight Suppression","No",1000,0.335655054775998
75,75,60,"Tight Suppression","No",1000,0.682668422348797
90,75,60,"Tight Suppression","No",1000,0.656012384453788
50,90,60,"Tight Suppression","No",1000,0.651384478667751
75,90,60,"Tight Suppression","No",1000,0.447615937562659
90,90,60,"Tight Suppression","No",1000,0.262058852938935
50,50,75,"Tight Suppression","No",1000,0.606295507401228
75,50,75,"Tight Suppression","No",1000,0.890795490471646
90,50,75,"Tight Suppression","No",1000,0.709248135099187
50,75,75,"Tight Suppression","No",1000,0.680769220460206
75,75,75,"Tight Suppression","No",1000,0.34824073780328
90,75,75,"Tight Suppression","No",1000,0.287358511704952
50,90,75,"Tight Suppression","No",1000,0.504568136297166
75,90,75,"Tight Suppression","No",1000,0.272445236565545
90,90,75,"Tight Suppression","No",1000,0.38675970537588
50,50,90,"Tight Suppression","No",1000,0.80956370010972
75,50,90,"Tight Suppression","No",1000,0.215574149973691
90,50,90,"Tight Suppression","No",1000,0.932179718511179
50,75,90,"Tight Suppression","No",1000,0.216106928884983
75,75,90,"Tight Suppression","No",1000,0.561062817694619
90,75,90,"Tight Suppression","No",1000,0.59522916818969
50,90,90,"Tight Suppression","No",1000,0.116243932861835
75,90,90,"Tight Suppression","No",1000,0.747291564475745
90,90,90,"Tight Suppression","No",1000,0.957639219239354
50,50,60,"Moderate Elimination","No",1000,0.486465634778142
75,50,60,"Moderate Elimination","No",1000,0.894737189868465
90,50,60,"Moderate Elimination","No",1000,0.424411538755521
50,75,60,"Moderate Elimination","No",1000,0.0194727894850075
75,75,60,"Moderate Elimination","No",1000,0.418985240161419
90,75,60,"Moderate Elimination","No",1000,0.714804952032864
50,90,60,"Moderate Elimination","No",1000,0.0656812742818147
75,90,60,"Moderate Elimination","No",1000,0.199567544739693
90,90,60,"Moderate Elimination","No",1000,0.235562077490613
50,50,75,"Moderate Elimination","No",1000,0.456170306541026
75,50,75,"Moderate Elimination","No",1000,0.742414481472224
90,50,75,"Moderate Elimination","No",1000,0.974553676089272
50,75,75,"Moderate Elimination","No",1000,0.192517763469368
75,75,75,"Moderate Elimination","No",1000,0.674829389667138
90,75,75,"Moderate Elimination","No",1000,0.788845997536555
50,90,75,"Moderate Elimination","No",1000,0.997165210079402
75,90,75,"Moderate Elimination","No",1000,0.0677730722818524
90,90,75,"Moderate Elimination","No",1000,0.726425259606913
50,50,90,"Moderate Elimination","No",1000,0.262895851396024
75,50,90,"Moderate Elimination","No",1000,0.0860978646669537
90,50,90,"Moderate Elimination","No",1000,0.281725839478895
50,75,90,"Moderate Elimination","No",1000,0.211441900813952
75,75,90,"Moderate Elimination","No",1000,0.881499217124656
90,75,90,"Moderate Elimination","No",1000,0.575573116540909
50,90,90,"Moderate Elimination","No",1000,0.347424727864563
75,90,90,"Moderate Elimination","No",1000,0.115310728782788
90,90,90,"Moderate Elimination","No",1000,0.0828843216877431
50,50,60,"Aggressive Elimination","No",1000,0.708420649869367
75,50,60,"Aggressive Elimination","No",1000,0.813261485192925
90,50,60,"Aggressive Elimination","No",1000,0.0548842351417989
50,75,60,"Aggressive Elimination","No",1000,0.506639825413004
75,75,60,"Aggressive Elimination","No",1000,0.900458867661655
90,75,60,"Aggressive Elimination","No",1000,0.990401495713741
50,90,60,"Aggressive Elimination","No",1000,0.899509982904419
75,90,60,"Aggressive Elimination","No",1000,0.279874959029257
90,90,60,"Aggressive Elimination","No",1000,0.264948934549466
50,50,75,"Aggressive Elimination","No",1000,0.892165309283882
75,50,75,"Aggressive Elimination","No",1000,0.850696599809453
90,50,75,"Aggressive Elimination","No",1000,0.703967189183459
50,75,75,"Aggressive Elimination","No",1000,0.445219653192908
75,75,75,"Aggressive Elimination","No",1000,0.496614217292517
90,75,75,"Aggressive Elimination","No",1000,0.574597162427381
50,90,75,"Aggressive Elimination","No",1000,0.0896313106641173
75,90,75,"Aggressive Elimination","No",1000,0.691565250745043
90,90,75,"Aggressive Elimination","No",1000,0.788872165372595
50,50,90,"Aggressive Elimination","No",1000,0.169544201809913
75,50,90,"Aggressive Elimination","No",1000,0.640161875402555
90,50,90,"Aggressive Elimination","No",1000,0.264231117907912
50,75,90,"Aggressive Elimination","No",1000,0.571199809666723
75,75,90,"Aggressive Elimination","No",1000,0.809907682240009
90,75,90,"Aggressive Elimination","No",1000,0.204342797165737
50,90,90,"Aggressive Elimination","No",1000,0.248816301114857
75,90,90,"Aggressive Elimination","No",1000,0.132912119384855
90,90,90,"Aggressive Elimination","No",1000,0.450095572741702
50,50,60,"Loose Suppression","Yes",2000,0.378539885394275
75,50,60,"Loose Suppression","Yes",2000,0.290666763903573
90,50,60,"Loose Suppression","Yes",2000,0.509997277753428
50,75,60,"Loose Suppression","Yes",2000,0.48080443800427
75,75,60,"Loose Suppression","Yes",2000,0.52127840789035
90,75,60,"Loose Suppression","Yes",2000,0.839922557817772
50,90,60,"Loose Suppression","Yes",2000,0.590022532269359
75,90,60,"Loose Suppression","Yes",2000,0.927326677367091
90,90,60,"Loose Suppression","Yes",2000,0.832275189692155
50,50,75,"Loose Suppression","Yes",2000,0.403544520493597
75,50,75,"Loose Suppression","Yes",2000,0.634020627476275
90,50,75,"Loose Suppression","Yes",2000,0.784525246359408
50,75,75,"Loose Suppression","Yes",2000,0.961570491315797
75,75,75,"Loose Suppression","Yes",2000,0.0238423878327012
90,75,75,"Loose Suppression","Yes",2000,0.734636269276962
50,90,75,"Loose Suppression","Yes",2000,0.864913977216929
75,90,75,"Loose Suppression","Yes",2000,0.630579902557656
90,90,75,"Loose Suppression","Yes",2000,0.28632262093015
50,50,90,"Loose Suppression","Yes",2000,0.0590118952095509
75,50,90,"Loose Suppression","Yes",2000,0.769275030354038
90,50,90,"Loose Suppression","Yes",2000,0.0810417672619224
50,75,90,"Loose Suppression","Yes",2000,0.903206829214469
75,75,90,"Loose Suppression","Yes",2000,0.650623999303207
90,75,90,"Loose Suppression","Yes",2000,0.822733833221719
50,90,90,"Loose Suppression","Yes",2000,0.027074574958533
75,90,90,"Loose Suppression","Yes",2000,0.13243302423507
90,90,90,"Loose Suppression","Yes",2000,0.138127735815942
50,50,60,"Tight Suppression","Yes",2000,0.783944027032703
75,50,60,"Tight Suppression","Yes",2000,0.650849810568616
90,50,60,"Tight Suppression","Yes",2000,0.999392887111753
50,75,60,"Tight Suppression","Yes",2000,0.709389564581215
75,75,60,"Tight Suppression","Yes",2000,0.462454882217571
90,75,60,"Tight Suppression","Yes",2000,0.0604191857855767
50,90,60,"Tight Suppression","Yes",2000,0.303974696667865
75,90,60,"Tight Suppression","Yes",2000,0.976845159893855
90,90,60,"Tight Suppression","Yes",2000,0.327450355049223
50,50,75,"Tight Suppression","Yes",2000,0.491574801038951
75,50,75,"Tight Suppression","Yes",2000,0.580150391673669
90,50,75,"Tight Suppression","Yes",2000,0.660909557947889
50,75,75,"Tight Suppression","Yes",2000,0.0128567880019546
75,75,75,"Tight Suppression","Yes",2000,0.48388082254678
